[2026-07-06 20:53:57] Memory extraction started: total_records=30 output_root=/home/bowenzheng/projects/DimMemTest-test/DimMem/results/memories/run_baseline
[2026-07-06 20:53:57] [record 1/30] question_id=knowledge-update/031748ae_abs | start | done=0 failed=0 skipped=0
[2026-07-06 22:34:39] [record 10/30] question_id=multi-session/a9f6b44c | window 17/20 | done ok=True memories=15 elapsed=36.57s
[2026-07-06 22:34:39] [record 10/30] question_id=multi-session/a9f6b44c | window 18/20 (window_index=17) | start
[2026-07-06 22:34:39] [record 10/30] question_id=multi-session/a9f6b44c | window 18/20 | attempt 1/5
[2026-07-06 22:35:09] [record 10/30] question_id=multi-session/a9f6b44c | window 18/20 | done ok=True memories=9 elapsed=29.29s
[2026-07-06 22:35:09] [record 10/30] question_id=multi-session/a9f6b44c | window 19/20 (window_index=18) | start
[2026-07-06 22:35:09] [record 10/30] question_id=multi-session/a9f6b44c | window 19/20 | attempt 1/5
[2026-07-06 22:35:32] [record 10/30] question_id=multi-session/a9f6b44c | window 19/20 | done ok=True memories=14 elapsed=23.29s
[2026-07-06 22:35:32] [record 10/30] question_id=multi-session/a9f6b44c | window 20/20 (window_index=19) | start
[2026-07-06 22:35:32] [record 10/30] question_id=multi-session/a9f6b44c | window 20/20 | attempt 1/5
[2026-07-06 22:35:53] [record 10/30] question_id=multi-session/a9f6b44c | window 20/20 | done ok=True memories=6 elapsed=20.96s
[2026-07-06 22:35:53] [record 10/30] question_id=multi-session/a9f6b44c | finished | ok_windows=20/20 | total_memories=204
[2026-07-06 22:35:53] [record 10/30] question_id=multi-session/a9f6b44c | record done | done=10/30 failed=0 skipped=0
[2026-07-06 22:35:53] [record 11/30] question_id=multi-session/3fdac837 | start | done=10 failed=0 skipped=0
[2026-07-06 22:35:53] [record 11/30] question_id=multi-session/3fdac837 | windows=19 | start extraction
[2026-07-06 22:35:53] [record 11/30] question_id=multi-session/3fdac837 | window 1/19 (window_index=0) | start
[2026-07-06 22:35:53] [record 11/30] question_id=multi-session/3fdac837 | window 1/19 | attempt 1/5
[2026-07-06 22:36:43] [record 11/30] question_id=multi-session/3fdac837 | window 1/19 | done ok=True memories=13 elapsed=50.37s
[2026-07-06 22:36:43] [record 11/30] question_id=multi-session/3fdac837 | window 2/19 (window_index=1) | start
[2026-07-06 22:36:43] [record 11/30] question_id=multi-session/3fdac837 | window 2/19 | attempt 1/5
[2026-07-06 22:37:22] [record 11/30] question_id=multi-session/3fdac837 | window 2/19 | done ok=True memories=15 elapsed=38.37s
[2026-07-06 22:37:22] [record 11/30] question_id=multi-session/3fdac837 | window 3/19 (window_index=2) | start
[2026-07-06 22:37:22] [record 11/30] question_id=multi-session/3fdac837 | window 3/19 | attempt 1/5
[2026-07-06 22:38:25] [record 11/30] question_id=multi-session/3fdac837 | window 3/19 | done ok=True memories=16 elapsed=63.67s
[2026-07-06 22:38:25] [record 11/30] question_id=multi-session/3fdac837 | window 4/19 (window_index=3) | start
[2026-07-06 22:38:25] [record 11/30] question_id=multi-session/3fdac837 | window 4/19 | attempt 1/5
[2026-07-06 22:39:05] [record 11/30] question_id=multi-session/3fdac837 | window 4/19 | done ok=True memories=9 elapsed=40.05s
[2026-07-06 22:39:05] [record 11/30] question_id=multi-session/3fdac837 | window 5/19 (window_index=4) | start
[2026-07-06 22:39:05] [record 11/30] question_id=multi-session/3fdac837 | window 5/19 | attempt 1/5
[2026-07-06 22:39:47] [record 11/30] question_id=multi-session/3fdac837 | window 5/19 | done ok=True memories=13 elapsed=41.87s
[2026-07-06 22:39:47] [record 11/30] question_id=multi-session/3fdac837 | window 6/19 (window_index=5) | start
[2026-07-06 22:39:47] [record 11/30] question_id=multi-session/3fdac837 | window 6/19 | attempt 1/5
[2026-07-06 22:40:29] [record 11/30] question_id=multi-session/3fdac837 | window 6/19 | done ok=True memories=13 elapsed=41.69s
[2026-07-06 22:40:29] [record 11/30] question_id=multi-session/3fdac837 | window 7/19 (window_index=6) | start
[2026-07-06 22:40:29] [record 11/30] question_id=multi-session/3fdac837 | window 7/19 | attempt 1/5
[2026-07-06 22:41:25] [record 11/30] question_id=multi-session/3fdac837 | window 7/19 | done ok=True memories=12 elapsed=55.76s
[2026-07-06 22:41:25] [record 11/30] question_id=multi-session/3fdac837 | window 8/19 (window_index=7) | start
[2026-07-06 22:41:25] [record 11/30] question_id=multi-session/3fdac837 | window 8/19 | attempt 1/5
[2026-07-06 22:42:31] [record 11/30] question_id=multi-session/3fdac837 | window 8/19 | done ok=True memories=14 elapsed=66.51s
[2026-07-06 22:42:31] [record 11/30] question_id=multi-session/3fdac837 | window 9/19 (window_index=8) | start
[2026-07-06 22:42:31] [record 11/30] question_id=multi-session/3fdac837 | window 9/19 | attempt 1/5
[2026-07-06 22:42:50] [record 11/30] question_id=multi-session/3fdac837 | window 9/19 | done ok=True memories=9 elapsed=18.21s
[2026-07-06 22:42:50] [record 11/30] question_id=multi-session/3fdac837 | window 10/19 (window_index=9) | start
[2026-07-06 22:42:50] [record 11/30] question_id=multi-session/3fdac837 | window 10/19 | attempt 1/5
[2026-07-06 22:43:19] [record 11/30] question_id=multi-session/3fdac837 | window 10/19 | done ok=True memories=13 elapsed=29.65s
[2026-07-06 22:43:19] [record 11/30] question_id=multi-session/3fdac837 | window 11/19 (window_index=10) | start
[2026-07-06 22:43:19] [record 11/30] question_id=multi-session/3fdac837 | window 11/19 | attempt 1/5
[2026-07-06 22:44:01] [record 11/30] question_id=multi-session/3fdac837 | window 11/19 | done ok=True memories=12 elapsed=41.39s
[2026-07-06 22:44:01] [record 11/30] question_id=multi-session/3fdac837 | window 12/19 (window_index=11) | start
[2026-07-06 22:44:01] [record 11/30] question_id=multi-session/3fdac837 | window 12/19 | attempt 1/5
[2026-07-06 22:44:48] [record 11/30] question_id=multi-session/3fdac837 | window 12/19 | done ok=True memories=1 elapsed=47.59s
[2026-07-06 22:44:48] [record 11/30] question_id=multi-session/3fdac837 | window 13/19 (window_index=12) | start
[2026-07-06 22:44:48] [record 11/30] question_id=multi-session/3fdac837 | window 13/19 | attempt 1/5
[2026-07-06 22:45:27] [record 11/30] question_id=multi-session/3fdac837 | window 13/19 | done ok=True memories=4 elapsed=39.08s
[2026-07-06 22:45:27] [record 11/30] question_id=multi-session/3fdac837 | window 14/19 (window_index=13) | start
[2026-07-06 22:45:27] [record 11/30] question_id=multi-session/3fdac837 | window 14/19 | attempt 1/5
[2026-07-06 22:46:09] [record 11/30] question_id=multi-session/3fdac837 | window 14/19 | done ok=True memories=17 elapsed=41.53s
[2026-07-06 22:46:09] [record 11/30] question_id=multi-session/3fdac837 | window 15/19 (window_index=14) | start
[2026-07-06 22:46:09] [record 11/30] question_id=multi-session/3fdac837 | window 15/19 | attempt 1/5
[2026-07-06 22:47:03] [record 11/30] question_id=multi-session/3fdac837 | window 15/19 | done ok=True memories=7 elapsed=54.54s
[2026-07-06 22:47:03] [record 11/30] question_id=multi-session/3fdac837 | window 16/19 (window_index=15) | start
[2026-07-06 22:47:03] [record 11/30] question_id=multi-session/3fdac837 | window 16/19 | attempt 1/5
[2026-07-06 22:47:59] [record 11/30] question_id=multi-session/3fdac837 | window 16/19 | done ok=True memories=15 elapsed=56.12s
[2026-07-06 22:47:59] [record 11/30] question_id=multi-session/3fdac837 | window 17/19 (window_index=16) | start
[2026-07-06 22:47:59] [record 11/30] question_id=multi-session/3fdac837 | window 17/19 | attempt 1/5
[2026-07-06 22:48:23] [record 11/30] question_id=multi-session/3fdac837 | window 17/19 | done ok=True memories=4 elapsed=23.33s
[2026-07-06 22:48:23] [record 11/30] question_id=multi-session/3fdac837 | window 18/19 (window_index=17) | start
[2026-07-06 22:48:23] [record 11/30] question_id=multi-session/3fdac837 | window 18/19 | attempt 1/5
[2026-07-06 22:48:53] [record 11/30] question_id=multi-session/3fdac837 | window 18/19 | done ok=True memories=6 elapsed=30.62s
[2026-07-06 22:48:53] [record 11/30] question_id=multi-session/3fdac837 | window 19/19 (window_index=18) | start
[2026-07-06 22:48:53] [record 11/30] question_id=multi-session/3fdac837 | window 19/19 | attempt 1/5
[2026-07-06 22:49:29] [record 11/30] question_id=multi-session/3fdac837 | window 19/19 | done ok=True memories=8 elapsed=35.53s
[2026-07-06 22:49:29] [record 11/30] question_id=multi-session/3fdac837 | finished | ok_windows=19/19 | total_memories=201
[2026-07-06 22:49:29] [record 11/30] question_id=multi-session/3fdac837 | record done | done=11/30 failed=0 skipped=0
[2026-07-06 22:49:29] [record 12/30] question_id=multi-session/6d550036 | start | done=11 failed=0 skipped=0
[2026-07-06 22:49:29] [record 12/30] question_id=multi-session/6d550036 | windows=21 | start extraction
[2026-07-06 22:49:29] [record 12/30] question_id=multi-session/6d550036 | window 1/21 (window_index=0) | start
[2026-07-06 22:49:29] [record 12/30] question_id=multi-session/6d550036 | window 1/21 | attempt 1/5
[2026-07-06 22:49:57] [record 12/30] question_id=multi-session/6d550036 | window 1/21 | done ok=True memories=8 elapsed=28.21s
[2026-07-06 22:49:57] [record 12/30] question_id=multi-session/6d550036 | window 2/21 (window_index=1) | start
[2026-07-06 22:49:57] [record 12/30] question_id=multi-session/6d550036 | window 2/21 | attempt 1/5
[2026-07-06 22:50:29] [record 12/30] question_id=multi-session/6d550036 | window 2/21 | done ok=True memories=1 elapsed=31.95s
[2026-07-06 22:50:29] [record 12/30] question_id=multi-session/6d550036 | window 3/21 (window_index=2) | start
[2026-07-06 22:50:29] [record 12/30] question_id=multi-session/6d550036 | window 3/21 | attempt 1/5
[2026-07-06 22:50:44] [record 12/30] question_id=multi-session/6d550036 | window 3/21 | done ok=True memories=3 elapsed=14.94s
[2026-07-06 22:50:44] [record 12/30] question_id=multi-session/6d550036 | window 4/21 (window_index=3) | start
[2026-07-06 22:50:44] [record 12/30] question_id=multi-session/6d550036 | window 4/21 | attempt 1/5
[2026-07-06 22:51:18] [record 12/30] question_id=multi-session/6d550036 | window 4/21 | done ok=True memories=6 elapsed=34.26s
[2026-07-06 22:51:18] [record 12/30] question_id=multi-session/6d550036 | window 5/21 (window_index=4) | start
[2026-07-06 22:51:18] [record 12/30] question_id=multi-session/6d550036 | window 5/21 | attempt 1/5
[2026-07-06 22:51:51] [record 12/30] question_id=multi-session/6d550036 | window 5/21 | done ok=True memories=6 elapsed=32.38s
[2026-07-06 22:51:51] [record 12/30] question_id=multi-session/6d550036 | window 6/21 (window_index=5) | start
[2026-07-06 22:51:51] [record 12/30] question_id=multi-session/6d550036 | window 6/21 | attempt 1/5
[2026-07-06 22:52:33] [record 12/30] question_id=multi-session/6d550036 | window 6/21 | done ok=True memories=17 elapsed=42.74s
[2026-07-06 22:52:33] [record 12/30] question_id=multi-session/6d550036 | window 7/21 (window_index=6) | start
[2026-07-06 22:52:33] [record 12/30] question_id=multi-session/6d550036 | window 7/21 | attempt 1/5
[2026-07-06 22:52:49] [record 12/30] question_id=multi-session/6d550036 | window 7/21 | done ok=True memories=9 elapsed=15.95s
[2026-07-06 22:52:49] [record 12/30] question_id=multi-session/6d550036 | window 8/21 (window_index=7) | start
[2026-07-06 22:52:49] [record 12/30] question_id=multi-session/6d550036 | window 8/21 | attempt 1/5
[2026-07-06 22:53:15] [record 12/30] question_id=multi-session/6d550036 | window 8/21 | done ok=True memories=8 elapsed=25.24s
[2026-07-06 22:53:15] [record 12/30] question_id=multi-session/6d550036 | window 9/21 (window_index=8) | start
[2026-07-06 22:53:15] [record 12/30] question_id=multi-session/6d550036 | window 9/21 | attempt 1/5
[2026-07-06 22:53:26] [record 12/30] question_id=multi-session/6d550036 | window 9/21 | done ok=True memories=0 elapsed=11.58s
[2026-07-06 22:53:26] [record 12/30] question_id=multi-session/6d550036 | window 10/21 (window_index=9) | start
[2026-07-06 22:53:26] [record 12/30] question_id=multi-session/6d550036 | window 10/21 | attempt 1/5
[2026-07-06 22:54:01] [record 12/30] question_id=multi-session/6d550036 | window 10/21 | done ok=True memories=5 elapsed=34.31s
[2026-07-06 22:54:01] [record 12/30] question_id=multi-session/6d550036 | window 11/21 (window_index=10) | start
[2026-07-06 22:54:01] [record 12/30] question_id=multi-session/6d550036 | window 11/21 | attempt 1/5
[2026-07-06 22:54:21] [record 12/30] question_id=multi-session/6d550036 | window 11/21 | done ok=True memories=3 elapsed=20.10s
[2026-07-06 22:54:21] [record 12/30] question_id=multi-session/6d550036 | window 12/21 (window_index=11) | start
[2026-07-06 22:54:21] [record 12/30] question_id=multi-session/6d550036 | window 12/21 | attempt 1/5
[2026-07-06 22:54:40] [record 12/30] question_id=multi-session/6d550036 | window 12/21 | done ok=True memories=5 elapsed=19.03s
[2026-07-06 22:54:40] [record 12/30] question_id=multi-session/6d550036 | window 13/21 (window_index=12) | start
[2026-07-06 22:54:40] [record 12/30] question_id=multi-session/6d550036 | window 13/21 | attempt 1/5
[2026-07-06 22:54:59] [record 12/30] question_id=multi-session/6d550036 | window 13/21 | done ok=True memories=8 elapsed=19.14s
[2026-07-06 22:54:59] [record 12/30] question_id=multi-session/6d550036 | window 14/21 (window_index=13) | start
[2026-07-06 22:54:59] [record 12/30] question_id=multi-session/6d550036 | window 14/21 | attempt 1/5
[2026-07-06 22:55:40] [record 12/30] question_id=multi-session/6d550036 | window 14/21 | done ok=True memories=11 elapsed=41.11s
[2026-07-06 22:55:40] [record 12/30] question_id=multi-session/6d550036 | window 15/21 (window_index=14) | start
[2026-07-06 22:55:40] [record 12/30] question_id=multi-session/6d550036 | window 15/21 | attempt 1/5
[2026-07-06 22:55:50] [record 12/30] question_id=multi-session/6d550036 | window 15/21 | done ok=True memories=8 elapsed=9.89s
[2026-07-06 22:55:50] [record 12/30] question_id=multi-session/6d550036 | window 16/21 (window_index=15) | start
[2026-07-06 22:55:50] [record 12/30] question_id=multi-session/6d550036 | window 16/21 | attempt 1/5
[2026-07-06 22:56:22] [record 12/30] question_id=multi-session/6d550036 | window 16/21 | done ok=True memories=10 elapsed=32.34s
[2026-07-06 22:56:22] [record 12/30] question_id=multi-session/6d550036 | window 17/21 (window_index=16) | start
[2026-07-06 22:56:22] [record 12/30] question_id=multi-session/6d550036 | window 17/21 | attempt 1/5
[2026-07-06 22:56:42] [record 12/30] question_id=multi-session/6d550036 | window 17/21 | done ok=True memories=5 elapsed=19.85s
[2026-07-06 22:56:42] [record 12/30] question_id=multi-session/6d550036 | window 18/21 (window_index=17) | start
[2026-07-06 22:56:42] [record 12/30] question_id=multi-session/6d550036 | window 18/21 | attempt 1/5
[2026-07-06 22:57:06] [record 12/30] question_id=multi-session/6d550036 | window 18/21 | done ok=True memories=9 elapsed=23.75s
[2026-07-06 22:57:06] [record 12/30] question_id=multi-session/6d550036 | window 19/21 (window_index=18) | start
[2026-07-06 22:57:06] [record 12/30] question_id=multi-session/6d550036 | window 19/21 | attempt 1/5
[2026-07-06 22:57:32] [record 12/30] question_id=multi-session/6d550036 | window 19/21 | done ok=True memories=11 elapsed=26.31s
[2026-07-06 22:57:32] [record 12/30] question_id=multi-session/6d550036 | window 20/21 (window_index=19) | start
[2026-07-06 22:57:32] [record 12/30] question_id=multi-session/6d550036 | window 20/21 | attempt 1/5
[2026-07-06 22:57:59] [record 12/30] question_id=multi-session/6d550036 | window 20/21 | done ok=True memories=5 elapsed=27.03s
[2026-07-06 22:57:59] [record 12/30] question_id=multi-session/6d550036 | window 21/21 (window_index=20) | start
[2026-07-06 22:57:59] [record 12/30] question_id=multi-session/6d550036 | window 21/21 | attempt 1/5
[2026-07-06 22:58:14] [record 12/30] question_id=multi-session/6d550036 | window 21/21 | done ok=True memories=7 elapsed=14.96s
[2026-07-06 22:58:14] [record 12/30] question_id=multi-session/6d550036 | finished | ok_windows=21/21 | total_memories=145
[2026-07-06 22:58:14] [record 12/30] question_id=multi-session/6d550036 | record done | done=12/30 failed=0 skipped=0
[2026-07-06 22:58:14] [record 13/30] question_id=multi-session/a3332713 | start | done=12 failed=0 skipped=0
[2026-07-06 22:58:14] [record 13/30] question_id=multi-session/a3332713 | windows=20 | start extraction
[2026-07-06 22:58:14] [record 13/30] question_id=multi-session/a3332713 | window 1/20 (window_index=0) | start
[2026-07-06 22:58:14] [record 13/30] question_id=multi-session/a3332713 | window 1/20 | attempt 1/5
[2026-07-06 22:58:46] [record 13/30] question_id=multi-session/a3332713 | window 1/20 | done ok=True memories=9 elapsed=32.34s
[2026-07-06 22:58:46] [record 13/30] question_id=multi-session/a3332713 | window 2/20 (window_index=1) | start
[2026-07-06 22:58:46] [record 13/30] question_id=multi-session/a3332713 | window 2/20 | attempt 1/5
[2026-07-06 22:59:13] [record 13/30] question_id=multi-session/a3332713 | window 2/20 | done ok=True memories=2 elapsed=26.54s
[2026-07-06 22:59:13] [record 13/30] question_id=multi-session/a3332713 | window 3/20 (window_index=2) | start
[2026-07-06 22:59:13] [record 13/30] question_id=multi-session/a3332713 | window 3/20 | attempt 1/5
[2026-07-06 22:59:59] [record 13/30] question_id=multi-session/a3332713 | window 3/20 | done ok=True memories=13 elapsed=45.67s
